boss_id,item_id
0,39427
0,39467
0,39468
0,39470
0,39472
0,39473
1,39261
1,39262
1,39267
1,39270
1,39271
1,39272
1,39273
1,39274
1,39275
2,39276
2,39277
2,39278
2,39279
2,39280
2,39281
2,39282
2,39283
2,39284
2,39285
3,39139
3,39140
3,39141
3,39146
3,39188
3,39189
3,39190
3,39191
3,39192
3,39193
3,39194
3,39195
3,39196
3,39197
3,39198
3,39199
3,39200
3,39215
3,39216
3,39217
3,39221
3,39224
3,39225
3,39226
3,39228
3,39229
3,39230
3,39231
3,39232
3,39233
3,39234
3,39235
3,39236
3,39237
3,39239
3,39240
3,39241
3,39242
3,39243
3,39244
3,39245
3,39246
3,39247
3,39248
3,39249
3,39250
3,39251
3,39252
3,39254
3,39255
3,39256
3,39257
3,39258
3,39259
3,39260
3,39261
3,39262
3,39267
3,39270
3,39271
3,39272
3,39273
3,39274
3,39275
3,39276
3,39277
3,39278
3,39279
3,39280
3,39281
3,39282
3,39283
3,39284
3,39285
3,39291
3,39292
3,39293
3,39294
3,39295
3,39296
3,39297
3,39298
3,39299
3,39306
3,39307
3,39308
3,39309
3,39310
3,39311
3,39344
3,39345
3,39369
3,39379
3,39386
3,39388
3,39389
3,39390
3,39391
3,39392
3,40619
3,40620
3,40621
3,40622
3,40623
3,40624
4,39291
4,39292
4,39293
4,39294
4,39295
4,40619
4,40620
4,40621
5,39139
5,39140
5,39141
5,39146
5,39188
5,39189
5,39190
5,39191
5,39192
5,39193
6,39194
6,39195
6,39196
6,39197
6,39198
6,39199
6,39200
6,39215
6,39216
6,39217
7,39221
7,39224
7,39225
7,39226
7,39228
7,39229
7,39230
7,39231
7,39232
7,39233
8,39296
8,39297
8,39298
8,39299
8,39306
8,39307
8,39308
8,39309
8,39310
8,39311
9,39344
9,39345
9,39369
9,39379
9,39386
9,39388
9,39389
9,39390
9,39391
9,39392
10,39393
10,39394
10,39395
10,39396
10,39397
10,40610
10,40611
10,40612
11,39234
11,39235
11,39236
11,39237
11,39239
11,39240
11,39241
11,39242
11,39243
11,39244
12,39245
12,39246
12,39247
12,39248
12,39249
12,39250
12,39251
12,39252
12,39254
12,39255
13,39256
13,39257
13,39258
13,39259
13,39260
13,40622
13,40623
13,40624
14,39398
14,39399
14,39401
14,39403
14,39404
14,39405
14,39407
14,39408
14,39409
14,39415
14,44569
15,39416
15,39417
15,39419
15,39420
15,39421
15,39422
15,39423
15,39424
15,39425
15,39426
15,40616
15,40617
15,40618
16,40406
16,40407
16,40408
16,40409
16,40410
16,40412
16,40414
17,40064
17,40065
17,40069
17,40071
17,40074
17,40075
17,40080
17,40107
17,40108
17,40259
17,40260
17,40261
17,40262
17,40263
17,40264
17,40265
17,40266
17,40267
17,40268
17,40269
17,40270
17,40271
17,40272
17,40273
18,40250
18,40251
18,40252
18,40253
18,40254
18,40255
18,40256
18,40257
18,40258
18,40274
18,40275
18,40277
18,40278
18,40279
18,40280
18,40281
18,40282
18,40283
18,40284
18,40285
18,40287
18,40288
18,40289
18,40351
19,39701
19,39702
19,39703
19,39704
19,39706
19,39712
19,39714
19,39716
19,39717
19,39718
19,39719
19,39720
19,39721
19,39722
19,39723
19,39724
19,39725
19,39726
19,39727
19,39728
19,39729
19,39730
19,39731
19,39732
19,39733
19,39734
19,39735
19,39756
19,39757
19,39758
19,39759
19,39760
19,39761
19,39762
19,39763
19,39764
19,39765
19,39766
19,39767
19,39768
19,40060
19,40061
19,40062
19,40063
19,40064
19,40064
19,40064
19,40064
19,40064
19,40065
19,40065
19,40065
19,40065
19,40065
19,40069
19,40069
19,40069
19,40069
19,40069
19,40071
19,40071
19,40071
19,40071
19,40071
19,40074
19,40074
19,40074
19,40074
19,40074
19,40075
19,40075
19,40075
19,40075
19,40075
19,40080
19,40080
19,40080
19,40080
19,40080
19,40107
19,40107
19,40107
19,40107
19,40107
19,40108
19,40108
19,40108
19,40108
19,40108
19,40184
19,40185
19,40186
19,40187
19,40188
19,40189
19,40190
19,40191
19,40192
19,40193
19,40196
19,40197
19,40198
19,40200
19,40201
19,40203
19,40204
19,40205
19,40206
19,40207
19,40208
19,40209
19,40210
19,40233
19,40234
19,40235
19,40236
19,40237
19,40238
19,40239
19,40240
19,40241
19,40242
19,40243
19,40244
19,40245
19,40246
19,40247
19,40249
19,40250
19,40250
19,40250
19,40250
19,40251
19,40251
19,40251
19,40251
19,40252
19,40252
19,40252
19,40252
19,40253
19,40253
19,40253
19,40253
19,40254
19,40254
19,40254
19,40254
19,40255
19,40255
19,40255
19,40255
19,40256
19,40256
19,40256
19,40256
19,40257
19,40257
19,40257
19,40257
19,40258
19,40258
19,40258
19,40258
